gameDate,gameId,homeTeam,awayTeam,stadium
20220612,20220612WOHT02022,HT,WO,광주
20220614,20220614OBWO02022,WO,OB,고척
20220614,20220614SKKT02022,KT,SK,수원
20220614,20220614SSLG02022,LG,SS,잠실
20220615,20220615HTNC02022,NC,HT,창원
20220615,20220615LTHH02022,HH,LT,대전
20220615,20220615OBWO02022,WO,OB,고척
20220615,20220615SKKT02022,KT,SK,수원
20220615,20220615SSLG02022,LG,SS,잠실
20220616,20220616HTNC02022,NC,HT,창원
20220616,20220616LTHH02022,HH,LT,대전
20220616,20220616OBWO02022,WO,OB,고척
20220616,20220616SKKT02022,KT,SK,수원
20220616,20220616SSLG02022,LG,SS,잠실
20220617,20220617HHNC02022,NC,HH,창원
20220617,20220617KTOB02022,OB,KT,잠실
20220617,20220617LGWO02022,WO,LG,고척
20220617,20220617SKLT02022,LT,SK,사직
20220617,20220617SSHT02022,HT,SS,광주
20220618,20220618KODBF1,,,수원 KT위즈파크 야구장
20220618,20220618LGWO02022,WO,LG,고척
20220618,20220618HHNC02022,NC,HH,창원
20220618,20220618KTOB02022,OB,KT,잠실
20220618,20220618SKLT02022,LT,SK,사직
20220618,20220618SSHT02022,HT,SS,광주
20220619,20220619LGWO02022,WO,LG,고척
20220619,20220619HHNC02022,NC,HH,창원
20220619,20220619KTOB02022,OB,KT,잠실
20220619,20220619SKLT02022,LT,SK,사직
20220619,20220619SSHT02022,HT,SS,광주
20220621,20220621SSG1,,,
20220621,20220621HHLG02022,LG,HH,잠실
20220621,20220621LTHT02022,HT,LT,광주
20220621,20220621NCKT02022,KT,NC,수원
20220621,20220621OBSK02022,SK,OB,문학
20220621,20220621WOSS02022,SS,WO,대구
20220622,20220622SSG1,,,
20220622,20220622HHLG02022,LG,HH,잠실
20220622,20220622LTHT02022,HT,LT,광주
20220622,20220622NCKT02022,KT,NC,수원
20220622,20220622OBSK02022,SK,OB,문학
20220622,20220622WOSS02022,SS,WO,대구
20220623,20220623LTHT02022,HT,LT,광주
20220623,20220623WOSS02022,SS,WO,대구
20220624,20220624SSG1,,,
20220624,20220624HTOB02022,OB,HT,잠실
20220624,20220624LGKT02022,KT,LG,수원
20220624,20220624NCSK02022,SK,NC,문학
20220624,20220624SSHH02022,HH,SS,대전
20220624,20220624WOLT02022,LT,WO,사직
20220625,20220625SSG1,,,
20220625,20220625HTOB02022,OB,HT,잠실
20220625,20220625LGKT02022,KT,LG,수원
20220625,20220625NCSK02022,SK,NC,문학
20220625,20220625SSHH02022,HH,SS,대전
20220625,20220625WOLT02022,LT,WO,사직
20220626,20220626SSG1,,,
20220626,20220626HTOB02022,OB,HT,잠실
20220626,20220626LGKT02022,KT,LG,수원
20220626,20220626NCSK02022,SK,NC,문학
20220626,20220626SSHH02022,HH,SS,대전
20220626,20220626WOLT02022,LT,WO,사직
20220628,20220628HTWO02022,WO,HT,고척
20220628,20220628KTSS02022,SS,KT,대구
20220628,20220628NCLG02022,LG,NC,잠실
20220628,20220628OBLT02022,LT,OB,사직
20220628,20220628SKHH02022,HH,SK,대전
20220629,20220629HTWO02022,WO,HT,고척
20220629,20220629KTSS02022,SS,KT,대구
20220629,20220629SKHH02022,HH,SK,대전
20220630,20220630HTWO02022,WO,HT,고척
20220630,20220630KTSS02022,SS,KT,대구
20220630,20220630OBLT02022,LT,OB,사직
20220701,20220701SSG1,,,
20220701,20220701HHWO02022,WO,HH,고척
20220701,20220701HTSK02022,SK,HT,문학
20220701,20220701LTLG02022,LG,LT,잠실
20220701,20220701OBKT02022,KT,OB,수원
20220702,20220702HHWO02022,WO,HH,고척
20220702,20220702SSG1,,,
20220702,20220702HTSK02022,SK,HT,문학
20220702,20220702LTLG02022,LG,LT,잠실
20220702,20220702OBKT02022,KT,OB,수원
20220702,20220702SSNC02022,NC,SS,창원
20220703,20220703HHWO02022,WO,HH,고척
20220703,20220703SSG1,,,
20220703,20220703HTSK02022,SK,HT,문학
20220703,20220703LTLG02022,LG,LT,잠실
20220703,20220703OBKT02022,KT,OB,수원
20220703,20220703SSNC02022,NC,SS,창원
20220705,20220705SSG1,,,
20220705,20220705LGSS02022,SS,LG,대구
20220705,20220705LTSK02022,SK,LT,문학
20220705,20220705NCHH02022,HH,NC,대전
20220705,20220705WOOB02022,OB,WO,잠실
20220706,20220706SSG1,,,
20220706,20220706KTHT02022,HT,KT,광주
20220706,20220706LGSS02022,SS,LG,대구
20220706,20220706LTSK02022,SK,LT,문학
20220706,20220706NCHH02022,HH,NC,대전
20220706,20220706WOOB02022,OB,WO,잠실
20220707,20220707SSG1,,,
20220707,20220707LGSS02022,SS,LG,대구
20220707,20220707LTSK02022,SK,LT,문학
20220707,20220707NCHH02022,HH,NC,대전
20220707,20220707WOOB02022,OB,WO,잠실
20220708,20220708HHHT02022,HT,HH,광주
20220708,20220708LGOB02022,OB,LG,잠실
20220708,20220708LTKT02022,KT,LT,수원
20220708,20220708NCWO02022,WO,NC,고척
20220708,20220708SKSS02022,SS,SK,대구
20220709,20220709NCWO02022,WO,NC,고척
20220709,20220709HHHT02022,HT,HH,광주
20220709,20220709LGOB02022,OB,LG,잠실
20220709,20220709LTKT02022,KT,LT,수원
20220709,20220709SKSS02022,SS,SK,대구
20220710,20220710NCWO02022,WO,NC,고척
20220710,20220710HHHT02022,HT,HH,광주
20220710,20220710LGOB02022,OB,LG,잠실
20220710,20220710LTKT02022,KT,LT,수원
20220710,20220710SKSS02022,SS,SK,대구
20220712,20220712SSG1,,,
20220712,20220712HHLT02022,LT,HH,사직
20220712,20220712HTLG02022,LG,HT,잠실
20220712,20220712OBNC02022,NC,OB,창원
20220712,20220712SSKT02022,KT,SS,수원
20220712,20220712WOSK02022,SK,WO,문학
20220713,20220713HHLT02022,LT,HH,사직
20220713,20220713OBNC02022,NC,OB,창원
20220714,20220714SSG1,,,
20220714,20220714HHLT02022,LT,HH,사직
20220714,20220714HTLG02022,LG,HT,잠실
20220714,20220714OBNC02022,NC,OB,창원
20220714,20220714SSKT02022,KT,SS,수원
20220714,20220714WOSK02022,SK,WO,문학
20220715,20220715KBO1,,,잠실 야구장
20220716,99990716WEEA02022,EA,WE,잠실
20220721,20220721SPOBB1,,,목동야구장
20220721,20220721SPOBB2,,,목동야구장
20220722,20220722SPOBB1,,,목동야구장
20220722,20220722SPOBB2,,,목동야구장
20220722,20220722HTLT02022,LT,HT,사직
20220722,20220722KTHH02022,HH,KT,대전
20220722,20220722LGNC02022,NC,LG,창원
20220722,20220722SKOB02022,OB,SK,잠실
20220722,20220722SSWO02022,WO,SS,고척
20220723,20220723SPOBB1,,,목동야구장
20220723,20220723SPOBB2,,,목동야구장
20220723,20220723SSWO02022,WO,SS,고척
20220723,20220723HTLT02022,LT,HT,사직
20220723,20220723KTHH02022,HH,KT,대전
20220723,20220723LGNC02022,NC,LG,창원
20220724,20220724SSWO02022,WO,SS,고척
20220724,20220724HTLT02022,LT,HT,사직
20220724,20220724KTHH02022,HH,KT,대전
20220724,20220724LGNC02022,NC,LG,창원
20220724,20220724SKOB02022,OB,SK,잠실
20220725,20220725KUSF1,,,농협대학교 야구장
20220725,20220725SPOBB1,,,목동야구장
20220726,20220726SSG1,,,
20220726,20220726HHSS02022,SS,HH,포항
20220726,20220726LGSK02022,SK,LG,문학
20220726,20220726LTOB02022,OB,LT,잠실
20220726,20220726NCHT02022,HT,NC,광주
20220726,20220726WOKT02022,KT,WO,수원
20220727,20220727KUSF1,,,농협대학교 야구장
20220727,20220727SSG1,,,
20220727,20220727HHSS02022,SS,HH,포항
20220727,20220727LGSK02022,SK,LG,문학
20220727,20220727LTOB02022,OB,LT,잠실
20220727,20220727NCHT02022,HT,NC,광주
20220727,20220727WOKT02022,KT,WO,수원
20220728,20220728SSG1,,,
20220728,20220728HHSS02022,SS,HH,포항
20220728,20220728LGSK02022,SK,LG,문학
20220728,20220728LTOB02022,OB,LT,잠실
20220728,20220728NCHT02022,HT,NC,광주
20220728,20220728WOKT02022,KT,WO,수원
20220729,20220729KTLG02022,LG,KT,잠실
20220729,20220729LTSS02022,SS,LT,대구
20220729,20220729OBHH02022,HH,OB,대전
20220729,20220729SKHT02022,HT,SK,광주
20220729,20220729WONC02022,NC,WO,창원
20220730,20220730KTLG02022,LG,KT,잠실
20220730,20220730LTSS02022,SS,LT,대구
20220730,20220730OBHH02022,HH,OB,대전
20220730,20220730SKHT02022,HT,SK,광주
20220730,20220730WONC02022,NC,WO,창원
20220731,20220731LTSS02022,SS,LT,대구
20220731,20220731SKHT02022,HT,SK,광주
20220802,20220802HTHH02022,HH,HT,대전
20220802,20220802LGLT02022,LT,LG,사직
20220802,20220802SKWO02022,WO,SK,고척
20220803,20220803HTHH02022,HH,HT,대전
20220803,20220803KTNC02022,NC,KT,창원
20220803,20220803LGLT02022,LT,LG,사직
20220803,20220803SKWO02022,WO,SK,고척
20220803,20220803SSOB02022,OB,SS,잠실
20220804,20220804HTHH02022,HH,HT,대전
20220804,20220804KTNC02022,NC,KT,창원
20220804,20220804LGLT02022,LT,LG,사직
20220804,20220804SKWO02022,WO,SK,고척
20220804,20220804SSOB02022,OB,SS,잠실
20220805,20220805SSG1,,,
20220805,20220805HHKT02022,KT,HH,수원
20220805,20220805NCLT02022,LT,NC,사직
20220805,20220805OBHT02022,HT,OB,광주
20220805,20220805SSSK02022,SK,SS,문학
20220805,20220805WOLG02022,LG,WO,잠실
20220806,20220806SSG1,,,
20220806,20220806HHKT02022,KT,HH,수원
20220806,20220806NCLT02022,LT,NC,사직
20220806,20220806OBHT02022,HT,OB,광주
20220806,20220806SSSK02022,SK,SS,문학
20220806,20220806WOLG02022,LG,WO,잠실
20220807,20220807SSG1,,,
20220807,20220807HHKT02022,KT,HH,수원
20220807,20220807NCLT02022,LT,NC,사직
20220807,20220807OBHT02022,HT,OB,광주
20220807,20220807SSSK02022,SK,SS,문학
20220807,20220807WOLG02022,LG,WO,잠실
20220810,20220810RDS1,,,
20220810,20220810HTSS02022,SS,HT,대구
20220810,20220810KTSK02022,SK,KT,문학
20220810,20220810LTWO02022,WO,LT,고척
20220810,20220810NCOB02022,OB,NC,잠실
20220811,20220811RDS1,,,
20220811,20220811KTSK02022,SK,KT,문학
20220811,20220811LTWO02022,WO,LT,고척
20220811,20220811NCOB02022,OB,NC,잠실
20220812,20220812RDS1,,,
20220812,20220812HTSS02022,SS,HT,대구
20220812,20220812KTSK02022,SK,KT,문학
20220812,20220812LGHH02022,HH,LG,대전
20220812,20220812LTWO02022,WO,LT,고척
20220812,20220812NCOB02022,OB,NC,잠실
20220813,20220813LTHT02022,HT,LT,광주
20220813,20220813SKOB02022,OB,SK,잠실
20220813,20220813SSKT02022,KT,SS,수원
20220813,20220813WOHH02022,HH,WO,대전
20220814,20220814MSB1,,,기장현대차드림볼파크
20220814,20220814LGNC02022,NC,LG,창원
20220814,20220814LTHT02022,HT,LT,광주
20220814,20220814SKOB02022,OB,SK,잠실
20220814,20220814SSKT02022,KT,SS,수원
20220814,20220814WOHH02022,HH,WO,대전
20220815,20220815MSB1,,,기장현대차드림볼파크
20220816,20220816SSLG02022,LG,SS,잠실
20220816,20220816WOKT02022,KT,WO,수원
20220817,20220817HHNC02022,NC,HH,창원
20220817,20220817OBLT02022,LT,OB,사직
20220817,20220817SKHT02022,HT,SK,광주
20220817,20220817SSLG02022,LG,SS,잠실
20220817,20220817WOKT02022,KT,WO,수원
20220818,20220818SSG1,,,
20220818,20220818KTLT02022,LT,KT,사직
20220818,20220818LGSK02022,SK,LG,문학
20220818,20220818NCHT02022,HT,NC,광주
20220818,20220818SSHH02022,HH,SS,대전
20220818,20220818WOOB02022,OB,WO,잠실
20220819,20220819SSG1,,,
20220819,20220819KTLT02022,LT,KT,사직
20220819,20220819NCHT02022,HT,NC,광주
20220819,20220819SSHH02022,HH,SS,대전
20220820,20220820SKWO02022,WO,SK,고척
20220820,20220820HHLT02022,LT,HH,사직
20220820,20220820HTKT02022,KT,HT,수원
20220820,20220820OBLG02022,LG,OB,잠실
20220821,20220821SKWO02022,WO,SK,고척
20220821,20220821HHLT02022,LT,HH,사직
20220821,20220821HTKT02022,KT,HT,수원
20220821,20220821NCSS02022,SS,NC,대구
20220821,20220821OBLG02022,LG,OB,잠실
20220823,20220823RDS1,,,
20220823,20220823HTWO02022,WO,HT,고척
20220823,20220823KTOB02022,OB,KT,잠실
20220823,20220823LGHH02022,HH,LG,대전
20220823,20220823LTNC02022,NC,LT,창원
20220823,20220823SSSK02022,SK,SS,문학
20220824,20220824RDS1,,,
20220824,20220824HTWO02022,WO,HT,고척
20220824,20220824KTOB02022,OB,KT,잠실
20220824,20220824LGHH02022,HH,LG,대전
20220824,20220824LTNC02022,NC,LT,창원
20220824,20220824SSSK02022,SK,SS,문학
20220825,20220825HTLG02022,LG,HT,잠실
20220825,20220825OBHH02022,HH,OB,대전
20220825,20220825SKKT02022,KT,SK,수원
20220825,20220825SSLT02022,LT,SS,사직
20220825,20220825WONC02022,NC,WO,창원
20220826,20220826HTLG02022,LG,HT,잠실
20220826,20220826OBHH02022,HH,OB,대전
20220826,20220826SKKT02022,KT,SK,수원
20220826,20220826SSLT02022,LT,SS,사직
20220826,20220826WONC02022,NC,WO,창원
20220827,20220827RDS1,,,
20220827,20220827HHSS02022,SS,HH,대구
20220827,20220827KTNC02022,NC,KT,창원
20220827,20220827LTSK02022,SK,LT,문학
20220827,20220827OBHT02022,HT,OB,광주
20220827,20220827WOLG02022,LG,WO,잠실
20220828,20220828RDS1,,,
20220828,20220828HHSS02022,SS,HH,대구
20220828,20220828KTNC02022,NC,KT,창원
20220828,20220828LTSK02022,SK,LT,문학
20220828,20220828OBHT02022,HT,OB,광주
20220828,20220828WOLG02022,LG,WO,잠실
20220830,20220830LTWO02022,WO,LT,고척
20220831,20220831HTHH02022,HH,HT,대전
20220831,20220831LTWO02022,WO,LT,고척
20220831,20220831NCLG02022,LG,NC,잠실
20220831,20220831OBKT02022,KT,OB,수원
20220831,20220831SKSS02022,SS,SK,대구
20220901,20220901RDS1,,,
20220901,20220901HHWO02022,WO,HH,고척
20220901,20220901LGKT02022,KT,LG,수원
20220901,20220901LTOB02022,OB,LT,잠실
20220901,20220901NCSK02022,SK,NC,문학
20220901,20220901SSHT02022,HT,SS,광주
20220902,20220902RDS1,,,
20220902,20220902HHWO02022,WO,HH,고척
20220902,20220902LGKT02022,KT,LG,수원
20220902,20220902LTOB02022,OB,LT,잠실
20220902,20220902NCSK02022,SK,NC,문학
20220902,20220902SSHT02022,HT,SS,광주
20220903,20220903RDS1,,,
20220903,20220903KTHT02022,HT,KT,광주
20220903,20220903NCHH02022,HH,NC,대전
20220903,20220903SSOB02022,OB,SS,잠실
20220903,20220903WOSK02022,SK,WO,문학
20220904,20220904KTHT02022,HT,KT,광주
20220904,20220904LGLT02022,LT,LG,사직
20220904,20220904NCHH02022,HH,NC,대전
20220906,20220906HHKT02022,KT,HH,수원
20220906,20220906HTLT02022,LT,HT,울산
20220906,20220906OBNC02022,NC,OB,창원
20220906,20220906SKLG02022,LG,SK,잠실
20220906,20220906WOSS02022,SS,WO,대구
20220907,20220907HHKT02022,KT,HH,수원
20220907,20220907HTLT02022,LT,HT,울산
20220907,20220907OBNC02022,NC,OB,창원
20220907,20220907SKLG02022,LG,SK,잠실
20220907,20220907WOSS02022,SS,WO,대구
20220908,20220908RDS1,,,
20220908,20220908HHOB02022,OB,HH,잠실
20220908,20220908HTSK02022,SK,HT,문학
20220908,20220908LGWO02022,WO,LG,고척
20220908,20220908LTSS02022,SS,LT,대구
20220908,20220908NCKT02022,KT,NC,수원
20220909,20220909RDS1,,,
20220909,20220909HHOB02022,OB,HH,잠실
20220909,20220909HTSK02022,SK,HT,문학
20220909,20220909LGWO02022,WO,LG,고척
20220909,20220909LTSS02022,SS,LT,대구
20220909,20220909NCKT02022,KT,NC,수원
20220910,20220910HTOB02022,OB,HT,잠실
20220910,20220910KTWO02022,WO,KT,고척
20220910,20220910LGSS02022,SS,LG,대구
20220910,20220910NCLT02022,LT,NC,사직
20220910,20220910SKHH02022,HH,SK,대전
20220911,20220911HTOB02022,OB,HT,잠실
20220911,20220911KTWO02022,WO,KT,고척
20220911,20220911LGSS02022,SS,LG,대구
20220911,20220911NCLT02022,LT,NC,사직
20220911,20220911SKHH02022,HH,SK,대전
20220913,20220913KTHH02022,HH,KT,대전
20220913,20220913LGOB02022,OB,LG,잠실
20220913,20220913SKLT02022,LT,SK,사직
20220913,20220913SSNC02022,NC,SS,창원
20220913,20220913WOHT02022,HT,WO,광주
20220914,20220914UBASEBALL1,,,
20220914,20220914UBASEBALL2,,,
20220914,20220914UBASEBALL3,,,
20220914,20220914KTHH02022,HH,KT,대전
20220914,20220914LGOB02022,OB,LG,잠실
20220914,20220914SKLT02022,LT,SK,사직
20220914,20220914SSNC02022,NC,SS,창원
20220914,20220914WOHT02022,HT,WO,광주
20220915,20220915UBASEBALL1,,,목동야구장
20220915,20220915UBASEBALL2,,,
20220915,20220915KBODRAFT1,,,서울 웨스틴조선호텔 그랜드볼룸
20220915,20220915UBASEBALL3,,,목동야구장
20220915,20220915HHHT02022,HT,HH,광주
20220915,20220915KTLG02022,LG,KT,잠실
20220915,20220915OBSS02022,SS,OB,대구
20220915,20220915SKNC02022,NC,SK,창원
20220915,20220915WOLT02022,LT,WO,사직
20220916,20220916UBASEBALL1,,,목동야구장
20220916,20220916UBASEBALL2,,,목동야구장
20220916,20220916UBASEBALL3,,,목동야구장
20220916,20220916HHHT02022,HT,HH,광주
20220916,20220916OBSS02022,SS,OB,대구
20220916,20220916SKNC02022,NC,SK,창원
20220916,20220916WOLT02022,LT,WO,사직
20220917,20220917RDS1,,,
20220917,20220917HHLG02022,LG,HH,잠실
20220917,20220917HTSS02022,SS,HT,대구
20220917,20220917LTKT02022,KT,LT,수원
20220917,20220917NCWO02022,WO,NC,고척
20220917,20220917OBSK02022,SK,OB,문학
20220918,20220918RDS1,,,
20220918,20220918HHLG02022,LG,HH,잠실
20220918,20220918HTSS02022,SS,HT,대구
20220918,20220918LTKT02022,KT,LT,수원
20220918,20220918NCWO02022,WO,NC,고척
20220918,20220918OBSK02022,SK,OB,문학
20220919,20220919UBASEBALL1,,,목동야구장
20220919,20220919UBASEBALL2,,,목동야구장
20220919,20220919UBASEBALL3,,,목동야구장
20220920,20220920UBASEBALL1,,,목동야구장
20220920,20220920UBASEBALL2,,,목동야구장
20220920,20220920UBASEBALL3,,,목동야구장
20220920,20220920SSG1,,,
20220920,20220920SSG2,,,
20220920,20220920KTSK02022,SK,KT,문학
20220920,20220920LGHT02022,HT,LG,광주
20220920,20220920LTHH02022,HH,LT,대전
20220920,20220920NCOB02022,OB,NC,잠실
20220920,20220920SSWO02022,WO,SS,고척
20220921,20220921UBASEBALL1,,,목동야구장
20220921,20220921UBASEBALL2,,,목동야구장
20220921,20220921SSG1,,,
20220921,20220921SSG2,,,
20220921,20220921KTSK02022,SK,KT,문학
20220921,20220921LGHT02022,HT,LG,광주
20220921,20220921LTHH02022,HH,LT,대전
20220921,20220921NCOB02022,OB,NC,잠실
20220921,20220921SSWO02022,WO,SS,고척
20220922,20220922UBASEBALL1,,,목동야구장
20220922,20220922UBASEBALL2,,,목동야구장
20220922,20220922SSG1,,,
20220922,20220922SSG2,,,
20220922,20220922HHSK02022,SK,HH,문학
20220922,20220922HTNC02022,NC,HT,창원
20220922,20220922KTSS02022,SS,KT,대구
20220922,20220922LTLG02022,LG,LT,잠실
20220922,20220922OBWO02022,WO,OB,고척
20220923,20220923UBASEBALL1,,,2022 KUSF 대학야구 U리그
20220923,20220923SSGS1,,,
20220923,20220923SSGS2,,,
20220923,20220923HHSK02022,SK,HH,문학
20220923,20220923HTNC02022,NC,HT,창원
20220923,20220923KTSS02022,SS,KT,대구
20220923,20220923LTLG02022,LG,LT,잠실
20220923,20220923OBWO02022,WO,OB,고척
20220924,20220924SSGS1,,,
20220924,20220924HHLG02022,LG,HH,잠실
20220924,20220924HTNC02022,NC,HT,창원
20220924,20220924LTWO02022,WO,LT,고척
20220924,20220924OBSK02022,SK,OB,문학
20220925,20220925SSGS1,,,
20220925,20220925HHOB02022,OB,HH,잠실
20220925,20220925HTSS02022,SS,HT,대구
20220925,20220925KTNC02022,NC,KT,창원
20220925,20220925LGSK02022,SK,LG,문학
20220927,20220927LGHH02022,HH,LG,대전
20220927,20220927OBKT02022,KT,OB,수원
20220927,20220927WONC02022,NC,WO,창원
20220928,20220928LGHH02022,HH,LG,대전
20220928,20220928OBKT02022,KT,OB,수원
20220928,20220928SSNC02022,NC,SS,창원
20220929,20220929SSG1,,,
20220929,20220929KTLG02022,LG,KT,잠실
20220929,20220929LTHT02022,HT,LT,광주
20220929,20220929NCSS02022,SS,NC,대구
20220929,20220929OBHH02022,HH,OB,대전
20220929,20220929WOSK02022,SK,WO,문학
20220930,20220930SSG1,,,
20220930,20220930LTHH02022,HH,LT,대전
20220930,20220930NCLG02022,LG,NC,잠실
20220930,20220930OBSS02022,SS,OB,대구
20220930,20220930WOSK02022,SK,WO,문학
20221001,20221001NCLG02022,LG,NC,잠실
20221001,20221001OBSS02022,SS,OB,대구
20221001,20221001SKHT02022,HT,SK,광주
20221002,20221002HTHH02022,HH,HT,대전
20221002,20221002NCLG02022,LG,NC,잠실
20221002,20221002OBLT02022,LT,OB,사직
20221003,20221003OBLT02022,LT,OB,사직
20221003,20221003SKHH02022,HH,SK,대전
20221004,20221004HTLG02022,LG,HT,잠실
20221004,20221004SSKT02022,KT,SS,수원
20221005,20221005LGHT02022,HT,LG,광주
20221005,20221005LTNC02022,NC,LT,창원
20221005,20221005SKOB02022,OB,SK,잠실
20221005,20221005SSKT02022,KT,SS,수원
20221006,20221006LGHT02022,HT,LG,광주
20221006,20221006SKNC02022,NC,SK,창원
20221006,20221006SSOB02022,OB,SS,잠실
20221006,20221006WOHH02022,HH,WO,대전
20221007,20221007KTHT02022,HT,KT,광주
20221007,20221007LGNC02022,NC,LG,창원
20221007,20221007SSOB02022,OB,SS,잠실
20221008,20221008HHNC02022,NC,HH,창원
20221008,20221008KTHT02022,HT,KT,광주
20221008,20221008LGLT02022,LT,LG,사직
20221008,20221008SKSS02022,SS,SK,대구
20221008,20221008WOOB02022,OB,WO,잠실
20221010,20221010BB1,,,기장현대차드림볼파크
20221010,20221010NCKT02022,KT,NC,수원
20221011,20221011KTLG02022,LG,KT,잠실
20221013,44441013HTKT02022,KT,HT,수원
20221016,33331016KTWO02022,WO,KT,고척
20221017,33331017KTWO02022,WO,KT,고척
20221019,33331019WOKT02022,KT,WO,수원
20221020,33331020WOKT02022,KT,WO,수원
20221022,33331022KTWO02022,WO,KT,고척
20221024,55551024WOLG02022,LG,WO,잠실
20221025,55551025WOLG02022,LG,WO,잠실
20221027,55551027LGWO02022,WO,LG,고척
20221028,20221028YK1,,,잠실야구장
20221028,55551028LGWO02022,WO,LG,고척
20221031,20221031KBO1,,,
20221101,77771101WOSK02022,SK,WO,문학
20221102,77771102WOSK02022,SK,WO,문학
20221104,77771104SKWO02022,WO,SK,고척
20221105,77771105SKWO02022,WO,SK,고척
20221107,77771107WOSK02022,SK,WO,문학
20221108,77771108WOSK02022,SK,WO,문학
20221112,20221112UBB1,,,
20221113,20221113UBB1,,,
20221117,20221117KBO1,,,서울 웨스틴조선호텔 그랜드볼룸
20221117,20221117KBO2,,,부산 MBC 드림홀
20230303,20230303BASE1,,,
20230305,20230305BASE1,,,
20230312,20230312HSBB1,,,현대차드림볼파크 야구장
20230313,20230313HTHH02023,HH,HT,대전
20230313,20230313KTWO02023,WO,KT,고척
20230313,20230313LGNC02023,NC,LG,창원
20230313,20230313OBLT02023,LT,OB,사직
20230313,20230313SKSS02023,SS,SK,대구
20230314,20230314HTHH02023,HH,HT,대전
20230314,20230314KTWO02023,WO,KT,고척
20230314,20230314LGNC02023,NC,LG,창원
20230314,20230314OBLT02023,LT,OB,사직
20230314,20230314SKSS02023,SS,SK,대구
20230315,20230315HTWO02023,WO,HT,고척
20230315,20230315KTHH02023,HH,KT,대전
20230315,20230315LGSS02023,SS,LG,대구
20230315,20230315OBNC02023,NC,OB,창원
20230315,20230315SKLT02023,LT,SK,사직
20230316,20230316HTWO02023,WO,HT,고척
20230316,20230316KTHH02023,HH,KT,대전
20230316,20230316LGSS02023,SS,LG,대구
20230316,20230316OBNC02023,NC,OB,창원
20230316,20230316SKLT02023,LT,SK,사직
20230318,20230318KTSS02023,SS,KT,대구
20230318,20230318LGLT02023,LT,LG,사직
20230318,20230318OBHT02023,HT,OB,광주
20230318,20230318SKNC02023,NC,SK,창원
20230318,20230318WOHH02023,HH,WO,대전
20230319,20230319KTSS02023,SS,KT,대구
20230319,20230319LGLT02023,LT,LG,사직
20230319,20230319OBHT02023,HT,OB,광주
20230319,20230319SKNC02023,NC,SK,창원
20230319,20230319WOHH02023,HH,WO,대전
20230320,20230320LGHT02023,HT,LG,광주
20230320,20230320LTSS02023,SS,LT,대구
20230320,20230320OBKT02023,KT,OB,수원
20230320,20230320SKHH02023,HH,SK,대전
20230320,20230320WONC02023,NC,WO,창원
20230321,20230321LGHT02023,HT,LG,광주
20230321,20230321LTSS02023,SS,LT,대구
20230321,20230321OBKT02023,KT,OB,수원
20230321,20230321SKHH02023,HH,SK,대전
20230321,20230321WONC02023,NC,WO,창원
20230323,20230323LGKT02023,KT,LG,수원
20230323,20230323SSWO02023,WO,SS,고척
20230324,20230324LGKT02023,KT,LG,수원
20230324,20230324LTNC02023,NC,LT,창원
20230324,20230324OBHH02023,HH,OB,대전
20230324,20230324SKHT02023,HT,SK,광주
20230324,20230324SSWO02023,WO,SS,고척
20230325,20230325LGWO02023,WO,LG,고척
20230325,20230325SKKT02023,KT,SK,수원
20230325,20230325SSOB02023,OB,SS,잠실
20230325,20230325HHLT02023,LT,HH,사직
20230325,20230325NCHT02023,HT,NC,광주
20230326,20230326HHLT02023,LT,HH,사직
20230326,20230326LGWO02023,WO,LG,고척
20230326,20230326NCHT02023,HT,NC,광주
20230326,20230326SKKT02023,KT,SK,수원
20230326,20230326SSOB02023,OB,SS,잠실
20230327,20230327NCKT02023,KT,NC,수원
20230327,20230327OBWO02023,WO,OB,고척
20230327,20230327SKLG02023,LG,SK,잠실
20230327,20230327HHSS02023,SS,HH,대구
20230327,20230327HTLT02023,LT,HT,사직
20230328,20230328HHSS02023,SS,HH,대구
20230328,20230328HTLT02023,LT,HT,사직
20230328,20230328NCKT02023,KT,NC,수원
20230328,20230328OBWO02023,WO,OB,고척
20230328,20230328SKLG02023,LG,SK,잠실
20230330,20230330KBO1,,,그랜드 하얏트 서울 그랜드 볼룸
20230401,20230401HHWO02023,WO,HH,고척
20230401,20230401HTSK02023,SK,HT,문학
20230401,20230401LGKT02023,KT,LG,수원
20230401,20230401LTOB02023,OB,LT,잠실
20230401,20230401NCSS02023,SS,NC,대구
20230402,20230402HHWO02023,WO,HH,고척
20230402,20230402HTSK02023,SK,HT,문학
20230402,20230402LGKT02023,KT,LG,수원
20230402,20230402LTOB02023,OB,LT,잠실
20230402,20230402NCSS02023,SS,NC,대구
20230404,20230404KIANC1,,,
20230404,20230404HHSS02023,SS,HH,대구
20230404,20230404LGWO02023,WO,LG,고척
20230404,20230404LTSK02023,SK,LT,문학
20230404,20230404NCOB02023,OB,NC,잠실
20230405,20230405LGWO02023,WO,LG,고척
20230405,20230405NCOB02023,OB,NC,잠실
20230406,20230406KIANC1,,,마산야구장
20230406,20230406KIANC2,,,마산야구장
20230406,20230406HHSS02023,SS,HH,대구
20230406,20230406LGWO02023,WO,LG,고척
20230406,20230406NCOB02023,OB,NC,잠실
20230407,20230407DSHH1,,,서산전용연습구장
20230407,20230407KTLT02023,LT,KT,사직
